id,category_en,category_es,question_en,answer_en,question_es,answer_es,question_bilingual,answer_bilingual,tags,source_url
qa_043,Building Materials,Materiales de construcción,What is Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix is a Quikrete product in the Building Materials category. Original 4000 PSI average compressive strength concrete mix. Use for any general concrete application. Just add water.,¿Qué es Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix es un producto de Quikrete en la categoría Materiales de construcción. Mezcla de concreto original con resistencia promedio a compresión de 4000 PSI. Úsela para aplicaciones generales de concreto. Solo agregue agua.,"EN: What is Quikrete 60 lb. Concrete Mix?
ES: ¿Qué es Quikrete 60 lb. Concrete Mix?","EN: Quikrete 60 lb. Concrete Mix is a Quikrete product in the Building Materials category. Original 4000 PSI average compressive strength concrete mix. Use for any general concrete application. Just add water.
ES: Quikrete 60 lb. Concrete Mix es un producto de Quikrete en la categoría Materiales de construcción. Mezcla de concreto original con resistencia promedio a compresión de 4000 PSI. Úsela para aplicaciones generales de concreto. Solo agregue agua.","Quikrete,QK-1101-60",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_044,Building Materials,Materiales de construcción,How much does Quikrete 60 lb. Concrete Mix cost?,Quikrete 60 lb. Concrete Mix costs $6.48.,¿Cuánto cuesta Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix cuesta $6.48..,"EN: How much does Quikrete 60 lb. Concrete Mix cost?
ES: ¿Cuánto cuesta Quikrete 60 lb. Concrete Mix?","EN: Quikrete 60 lb. Concrete Mix costs $6.48.
ES: Quikrete 60 lb. Concrete Mix cuesta $6.48..","price,cost",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_045,Building Materials,Materiales de construcción,What is the SKU or item number for Quikrete 60 lb. Concrete Mix?,The SKU/item number for Quikrete 60 lb. Concrete Mix is QK-1101-60.,¿Qué es the SKU or item number for Quikrete 60 lb. Concrete Mix?,the SKU or item number for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ,"EN: What is the SKU or item number for Quikrete 60 lb. Concrete Mix?
ES: ¿Qué es the SKU or item number for Quikrete 60 lb. Concrete Mix?","EN: The SKU/item number for Quikrete 60 lb. Concrete Mix is QK-1101-60.
ES: the SKU or item number for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ","sku,item number",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_046,Building Materials,Materiales de construcción,What is the UPC for Quikrete 60 lb. Concrete Mix?,The UPC for Quikrete 60 lb. Concrete Mix is 039645011010.,¿Qué es the UPC for Quikrete 60 lb. Concrete Mix?,the UPC for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ,"EN: What is the UPC for Quikrete 60 lb. Concrete Mix?
ES: ¿Qué es the UPC for Quikrete 60 lb. Concrete Mix?","EN: The UPC for Quikrete 60 lb. Concrete Mix is 039645011010.
ES: the UPC for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ","UPC,barcode",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_047,Building Materials,Materiales de construcción,What brand makes Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix is made by Quikrete.,¿Qué marca fabrica Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix es fabricado por Quikrete.,"EN: What brand makes Quikrete 60 lb. Concrete Mix?
ES: ¿Qué marca fabrica Quikrete 60 lb. Concrete Mix?","EN: Quikrete 60 lb. Concrete Mix is made by Quikrete.
ES: Quikrete 60 lb. Concrete Mix es fabricado por Quikrete.",brand,https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_048,Building Materials,Materiales de construcción,How many Quikrete 60 lb. Concrete Mix are in stock?,The site lists 320 units of Quikrete 60 lb. Concrete Mix in stock.,¿Cuántas unidades de Quikrete 60 lb. Concrete Mix hay en inventario?,El sitio lista 320 unidades de Quikrete 60 lb. Concrete Mix en inventario.,"EN: How many Quikrete 60 lb. Concrete Mix are in stock?
ES: ¿Cuántas unidades de Quikrete 60 lb. Concrete Mix hay en inventario?","EN: The site lists 320 units of Quikrete 60 lb. Concrete Mix in stock.
ES: El sitio lista 320 unidades de Quikrete 60 lb. Concrete Mix en inventario.","stock,inventory",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_049,Building Materials,Materiales de construcción,What is the rating for Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix is rated 4.6 based on 892 reviews.,¿Qué es the rating for Quikrete 60 lb. Concrete Mix?,the rating for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ,"EN: What is the rating for Quikrete 60 lb. Concrete Mix?
ES: ¿Qué es the rating for Quikrete 60 lb. Concrete Mix?","EN: Quikrete 60 lb. Concrete Mix is rated 4.6 based on 892 reviews.
ES: the rating for Quikrete 60 lb. Concrete Mix es un producto de  en la categoría Materiales de construcción. ","rating,reviews",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_050,Building Materials,Materiales de construcción,Can I pick up Quikrete 60 lb. Concrete Mix in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Quikrete 60 lb. Concrete Mix.,¿Puedo recoger Quikrete 60 lb. Concrete Mix en la tienda?,Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Quikrete 60 lb. Concrete Mix.,"EN: Can I pick up Quikrete 60 lb. Concrete Mix in store?
ES: ¿Puedo recoger Quikrete 60 lb. Concrete Mix en la tienda?","EN: Yes. The product page says pickup is available in 1 hour at the Naguabo store for Quikrete 60 lb. Concrete Mix.
ES: Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Quikrete 60 lb. Concrete Mix.",pickup,https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_051,Building Materials,Materiales de construcción,Does Quikrete 60 lb. Concrete Mix ship?,Yes. The product page says Quikrete 60 lb. Concrete Mix ships in 1-2 days.,¿Quikrete 60 lb. Concrete Mix tiene envío?,Sí. La página del producto indica que Quikrete 60 lb. Concrete Mix se envía en 1 a 2 días.,"EN: Does Quikrete 60 lb. Concrete Mix ship?
ES: ¿Quikrete 60 lb. Concrete Mix tiene envío?","EN: Yes. The product page says Quikrete 60 lb. Concrete Mix ships in 1-2 days.
ES: Sí. La página del producto indica que Quikrete 60 lb. Concrete Mix se envía en 1 a 2 días.",shipping,https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_052,Building Materials,Materiales de construcción,Does Quikrete 60 lb. Concrete Mix qualify for free shipping?,The product page says shipping is free for orders over $99. Quikrete 60 lb. Concrete Mix is listed with that shipping note.,¿Quikrete 60 lb. Concrete Mix tiene envío?,Sí. La página del producto indica que Quikrete 60 lb. Concrete Mix se envía en 1 a 2 días.,"EN: Does Quikrete 60 lb. Concrete Mix qualify for free shipping?
ES: ¿Quikrete 60 lb. Concrete Mix tiene envío?","EN: The product page says shipping is free for orders over $99. Quikrete 60 lb. Concrete Mix is listed with that shipping note.
ES: Sí. La página del producto indica que Quikrete 60 lb. Concrete Mix se envía en 1 a 2 días.","shipping,free over 99",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_053,Building Materials,Materiales de construcción,What category is Quikrete 60 lb. Concrete Mix in?,Quikrete 60 lb. Concrete Mix is in the Building Materials category.,¿En qué categoría está Quikrete 60 lb. Concrete Mix?,Quikrete 60 lb. Concrete Mix está en la categoría Materiales de construcción.,"EN: What category is Quikrete 60 lb. Concrete Mix in?
ES: ¿En qué categoría está Quikrete 60 lb. Concrete Mix?","EN: Quikrete 60 lb. Concrete Mix is in the Building Materials category.
ES: Quikrete 60 lb. Concrete Mix está en la categoría Materiales de construcción.",category,https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_054,Building Materials,Materiales de construcción,Is Quikrete 60 lb. Concrete Mix available at the Naguabo store?,Yes. The product page lists Quikrete 60 lb. Concrete Mix at the Naguabo store with 320 in stock.,¿Quikrete 60 lb. Concrete Mix está disponible en la tienda de Naguabo?,Sí. La página del producto lista Quikrete 60 lb. Concrete Mix en la tienda de Naguabo con 320 unidades en inventario.,"EN: Is Quikrete 60 lb. Concrete Mix available at the Naguabo store?
ES: ¿Quikrete 60 lb. Concrete Mix está disponible en la tienda de Naguabo?","EN: Yes. The product page lists Quikrete 60 lb. Concrete Mix at the Naguabo store with 320 in stock.
ES: Sí. La página del producto lista Quikrete 60 lb. Concrete Mix en la tienda de Naguabo con 320 unidades en inventario.","availability,Naguabo store",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_055,Building Materials,Materiales de construcción,Can I buy Quikrete 60 lb. Concrete Mix online?,Yes. The product page includes Add to cart and Buy now options for Quikrete 60 lb. Concrete Mix.,¿Puedo comprar Quikrete 60 lb. Concrete Mix online?,Sí. La página del producto incluye opciones de Add to cart y Buy now para Quikrete 60 lb. Concrete Mix.,"EN: Can I buy Quikrete 60 lb. Concrete Mix online?
ES: ¿Puedo comprar Quikrete 60 lb. Concrete Mix online?","EN: Yes. The product page includes Add to cart and Buy now options for Quikrete 60 lb. Concrete Mix.
ES: Sí. La página del producto incluye opciones de Add to cart y Buy now para Quikrete 60 lb. Concrete Mix.","online order,buy now",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_056,Building Materials,Materiales de construcción,What are the main features of Quikrete 60 lb. Concrete Mix?,Main details for Quikrete 60 lb. Concrete Mix: Original 4000 PSI average compressive strength concrete mix. Use for any general concrete application. Just add water.,¿Cuáles son las características principales de Quikrete 60 lb. Concrete Mix?,Detalles principales de Quikrete 60 lb. Concrete Mix: Mezcla de concreto original con resistencia promedio a compresión de 4000 PSI. Úsela para aplicaciones generales de concreto. Solo agregue agua.,"EN: What are the main features of Quikrete 60 lb. Concrete Mix?
ES: ¿Cuáles son las características principales de Quikrete 60 lb. Concrete Mix?","EN: Main details for Quikrete 60 lb. Concrete Mix: Original 4000 PSI average compressive strength concrete mix. Use for any general concrete application. Just add water.
ES: Detalles principales de Quikrete 60 lb. Concrete Mix: Mezcla de concreto original con resistencia promedio a compresión de 4000 PSI. Úsela para aplicaciones generales de concreto. Solo agregue agua.","features,description",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_057,Building Materials,Materiales de construcción,Is Quikrete 60 lb. Concrete Mix a good option for its department?,"Based on the site listing, Quikrete 60 lb. Concrete Mix is a featured Building Materials product with a 4.6 rating and 892 reviews.",¿Quikrete 60 lb. Concrete Mix es una buena opción para su departamento?,"Según el listado del sitio, Quikrete 60 lb. Concrete Mix es un producto destacado de Materiales de construcción con una calificación de  y  reseñas.","EN: Is Quikrete 60 lb. Concrete Mix a good option for its department?
ES: ¿Quikrete 60 lb. Concrete Mix es una buena opción para su departamento?","EN: Based on the site listing, Quikrete 60 lb. Concrete Mix is a featured Building Materials product with a 4.6 rating and 892 reviews.
ES: Según el listado del sitio, Quikrete 60 lb. Concrete Mix es un producto destacado de Materiales de construcción con una calificación de  y  reseñas.","recommendation,featured",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_058,Building Materials,Materiales de construcción,Do you have Quikrete QK-1101-60?,Yes. QK-1101-60 is Quikrete 60 lb. Concrete Mix by Quikrete. The listed price is $6.48 and stock is 320 units.,¿Tienen Quikrete QK-1101-60?,Sí. QK-1101-60 corresponde a Quikrete 60 lb. Concrete Mix de Quikrete. El precio listado es $6.48 y el inventario es de 320 unidades.,"EN: Do you have Quikrete QK-1101-60?
ES: ¿Tienen Quikrete QK-1101-60?","EN: Yes. QK-1101-60 is Quikrete 60 lb. Concrete Mix by Quikrete. The listed price is $6.48 and stock is 320 units.
ES: Sí. QK-1101-60 corresponde a Quikrete 60 lb. Concrete Mix de Quikrete. El precio listado es $6.48 y el inventario es de 320 unidades.","Quikrete,QK-1101-60,lookup",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_059,Building Materials,Materiales de construcción,What should I know before ordering Quikrete 60 lb. Concrete Mix?,"Before ordering Quikrete 60 lb. Concrete Mix, note the price is $6.48, SKU is QK-1101-60, stock is 320, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.",¿Qué debo saber antes de ordenar Quikrete 60 lb. Concrete Mix?,"Antes de ordenar Quikrete 60 lb. Concrete Mix, toma en cuenta que el precio es $6.48,, el SKU es QK-1101-60, el inventario es 320, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","EN: What should I know before ordering Quikrete 60 lb. Concrete Mix?
ES: ¿Qué debo saber antes de ordenar Quikrete 60 lb. Concrete Mix?","EN: Before ordering Quikrete 60 lb. Concrete Mix, note the price is $6.48, SKU is QK-1101-60, stock is 320, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.
ES: Antes de ordenar Quikrete 60 lb. Concrete Mix, toma en cuenta que el precio es $6.48,, el SKU es QK-1101-60, el inventario es 320, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","ordering,summary",https://ncommercial.vercel.app/store/quikrete-concrete-mix
qa_060,Plumbing,Plomería,What is Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet is a Moen product in the Plumbing category. Chrome finish with pull-down sprayer. Lifetime limited warranty. Easy installation with included hardware.,¿Qué es Moen Single-Handle Kitchen Faucet?,"Moen Single-Handle Kitchen Faucet es un producto de Moen en la categoría Plomería. Grifo de cocina de una sola manija con acabado cromado. Incluye rociador desplegable, herrajes de instalación y garantía limitada de por vida.","EN: What is Moen Single-Handle Kitchen Faucet?
ES: ¿Qué es Moen Single-Handle Kitchen Faucet?","EN: Moen Single-Handle Kitchen Faucet is a Moen product in the Plumbing category. Chrome finish with pull-down sprayer. Lifetime limited warranty. Easy installation with included hardware.
ES: Moen Single-Handle Kitchen Faucet es un producto de Moen en la categoría Plomería. Grifo de cocina de una sola manija con acabado cromado. Incluye rociador desplegable, herrajes de instalación y garantía limitada de por vida.","Moen,MN-87039",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_061,Plumbing,Plomería,How much does Moen Single-Handle Kitchen Faucet cost?,Moen Single-Handle Kitchen Faucet costs $159.00. It is on sale from $199.00 with a 20% savings.,¿Cuánto cuesta Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet cuesta $159.00.. Está en oferta desde $199.00 con un ahorro de 20%.,"EN: How much does Moen Single-Handle Kitchen Faucet cost?
ES: ¿Cuánto cuesta Moen Single-Handle Kitchen Faucet?","EN: Moen Single-Handle Kitchen Faucet costs $159.00. It is on sale from $199.00 with a 20% savings.
ES: Moen Single-Handle Kitchen Faucet cuesta $159.00.. Está en oferta desde $199.00 con un ahorro de 20%.","price,cost",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_062,Plumbing,Plomería,What is the SKU or item number for Moen Single-Handle Kitchen Faucet?,The SKU/item number for Moen Single-Handle Kitchen Faucet is MN-87039.,¿Qué es the SKU or item number for Moen Single-Handle Kitchen Faucet?,the SKU or item number for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ,"EN: What is the SKU or item number for Moen Single-Handle Kitchen Faucet?
ES: ¿Qué es the SKU or item number for Moen Single-Handle Kitchen Faucet?","EN: The SKU/item number for Moen Single-Handle Kitchen Faucet is MN-87039.
ES: the SKU or item number for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ","sku,item number",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_063,Plumbing,Plomería,What is the UPC for Moen Single-Handle Kitchen Faucet?,The UPC for Moen Single-Handle Kitchen Faucet is 026508295731.,¿Qué es the UPC for Moen Single-Handle Kitchen Faucet?,the UPC for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ,"EN: What is the UPC for Moen Single-Handle Kitchen Faucet?
ES: ¿Qué es the UPC for Moen Single-Handle Kitchen Faucet?","EN: The UPC for Moen Single-Handle Kitchen Faucet is 026508295731.
ES: the UPC for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ","UPC,barcode",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_064,Plumbing,Plomería,What brand makes Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet is made by Moen.,¿Qué marca fabrica Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet es fabricado por Moen.,"EN: What brand makes Moen Single-Handle Kitchen Faucet?
ES: ¿Qué marca fabrica Moen Single-Handle Kitchen Faucet?","EN: Moen Single-Handle Kitchen Faucet is made by Moen.
ES: Moen Single-Handle Kitchen Faucet es fabricado por Moen.",brand,https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_065,Plumbing,Plomería,How many Moen Single-Handle Kitchen Faucet are in stock?,The site lists 28 units of Moen Single-Handle Kitchen Faucet in stock.,¿Cuántas unidades de Moen Single-Handle Kitchen Faucet hay en inventario?,El sitio lista 28 unidades de Moen Single-Handle Kitchen Faucet en inventario.,"EN: How many Moen Single-Handle Kitchen Faucet are in stock?
ES: ¿Cuántas unidades de Moen Single-Handle Kitchen Faucet hay en inventario?","EN: The site lists 28 units of Moen Single-Handle Kitchen Faucet in stock.
ES: El sitio lista 28 unidades de Moen Single-Handle Kitchen Faucet en inventario.","stock,inventory",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_066,Plumbing,Plomería,What is the rating for Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet is rated 4.7 based on 543 reviews.,¿Qué es the rating for Moen Single-Handle Kitchen Faucet?,the rating for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ,"EN: What is the rating for Moen Single-Handle Kitchen Faucet?
ES: ¿Qué es the rating for Moen Single-Handle Kitchen Faucet?","EN: Moen Single-Handle Kitchen Faucet is rated 4.7 based on 543 reviews.
ES: the rating for Moen Single-Handle Kitchen Faucet es un producto de  en la categoría Plomería. ","rating,reviews",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_067,Plumbing,Plomería,Can I pick up Moen Single-Handle Kitchen Faucet in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Moen Single-Handle Kitchen Faucet.,¿Puedo recoger Moen Single-Handle Kitchen Faucet en la tienda?,Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Moen Single-Handle Kitchen Faucet.,"EN: Can I pick up Moen Single-Handle Kitchen Faucet in store?
ES: ¿Puedo recoger Moen Single-Handle Kitchen Faucet en la tienda?","EN: Yes. The product page says pickup is available in 1 hour at the Naguabo store for Moen Single-Handle Kitchen Faucet.
ES: Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Moen Single-Handle Kitchen Faucet.",pickup,https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_068,Plumbing,Plomería,Does Moen Single-Handle Kitchen Faucet ship?,Yes. The product page says Moen Single-Handle Kitchen Faucet ships in 1-2 days.,¿Moen Single-Handle Kitchen Faucet tiene envío?,Sí. La página del producto indica que Moen Single-Handle Kitchen Faucet se envía en 1 a 2 días.,"EN: Does Moen Single-Handle Kitchen Faucet ship?
ES: ¿Moen Single-Handle Kitchen Faucet tiene envío?","EN: Yes. The product page says Moen Single-Handle Kitchen Faucet ships in 1-2 days.
ES: Sí. La página del producto indica que Moen Single-Handle Kitchen Faucet se envía en 1 a 2 días.",shipping,https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_069,Plumbing,Plomería,Does Moen Single-Handle Kitchen Faucet qualify for free shipping?,The product page says shipping is free for orders over $99. Moen Single-Handle Kitchen Faucet is listed with that shipping note.,¿Moen Single-Handle Kitchen Faucet tiene envío?,Sí. La página del producto indica que Moen Single-Handle Kitchen Faucet se envía en 1 a 2 días.,"EN: Does Moen Single-Handle Kitchen Faucet qualify for free shipping?
ES: ¿Moen Single-Handle Kitchen Faucet tiene envío?","EN: The product page says shipping is free for orders over $99. Moen Single-Handle Kitchen Faucet is listed with that shipping note.
ES: Sí. La página del producto indica que Moen Single-Handle Kitchen Faucet se envía en 1 a 2 días.","shipping,free over 99",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_070,Plumbing,Plomería,What category is Moen Single-Handle Kitchen Faucet in?,Moen Single-Handle Kitchen Faucet is in the Plumbing category.,¿En qué categoría está Moen Single-Handle Kitchen Faucet?,Moen Single-Handle Kitchen Faucet está en la categoría Plomería.,"EN: What category is Moen Single-Handle Kitchen Faucet in?
ES: ¿En qué categoría está Moen Single-Handle Kitchen Faucet?","EN: Moen Single-Handle Kitchen Faucet is in the Plumbing category.
ES: Moen Single-Handle Kitchen Faucet está en la categoría Plomería.",category,https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_071,Plumbing,Plomería,Is Moen Single-Handle Kitchen Faucet available at the Naguabo store?,Yes. The product page lists Moen Single-Handle Kitchen Faucet at the Naguabo store with 28 in stock.,¿Moen Single-Handle Kitchen Faucet está disponible en la tienda de Naguabo?,Sí. La página del producto lista Moen Single-Handle Kitchen Faucet en la tienda de Naguabo con 28 unidades en inventario.,"EN: Is Moen Single-Handle Kitchen Faucet available at the Naguabo store?
ES: ¿Moen Single-Handle Kitchen Faucet está disponible en la tienda de Naguabo?","EN: Yes. The product page lists Moen Single-Handle Kitchen Faucet at the Naguabo store with 28 in stock.
ES: Sí. La página del producto lista Moen Single-Handle Kitchen Faucet en la tienda de Naguabo con 28 unidades en inventario.","availability,Naguabo store",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_072,Plumbing,Plomería,Can I buy Moen Single-Handle Kitchen Faucet online?,Yes. The product page includes Add to cart and Buy now options for Moen Single-Handle Kitchen Faucet.,¿Puedo comprar Moen Single-Handle Kitchen Faucet online?,Sí. La página del producto incluye opciones de Add to cart y Buy now para Moen Single-Handle Kitchen Faucet.,"EN: Can I buy Moen Single-Handle Kitchen Faucet online?
ES: ¿Puedo comprar Moen Single-Handle Kitchen Faucet online?","EN: Yes. The product page includes Add to cart and Buy now options for Moen Single-Handle Kitchen Faucet.
ES: Sí. La página del producto incluye opciones de Add to cart y Buy now para Moen Single-Handle Kitchen Faucet.","online order,buy now",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_073,Plumbing,Plomería,What are the main features of Moen Single-Handle Kitchen Faucet?,Main details for Moen Single-Handle Kitchen Faucet: Chrome finish with pull-down sprayer. Lifetime limited warranty. Easy installation with included hardware.,¿Cuáles son las características principales de Moen Single-Handle Kitchen Faucet?,"Detalles principales de Moen Single-Handle Kitchen Faucet: Grifo de cocina de una sola manija con acabado cromado. Incluye rociador desplegable, herrajes de instalación y garantía limitada de por vida.","EN: What are the main features of Moen Single-Handle Kitchen Faucet?
ES: ¿Cuáles son las características principales de Moen Single-Handle Kitchen Faucet?","EN: Main details for Moen Single-Handle Kitchen Faucet: Chrome finish with pull-down sprayer. Lifetime limited warranty. Easy installation with included hardware.
ES: Detalles principales de Moen Single-Handle Kitchen Faucet: Grifo de cocina de una sola manija con acabado cromado. Incluye rociador desplegable, herrajes de instalación y garantía limitada de por vida.","features,description",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_074,Plumbing,Plomería,Is Moen Single-Handle Kitchen Faucet a good option for its department?,"Based on the site listing, Moen Single-Handle Kitchen Faucet is a featured Plumbing product with a 4.7 rating and 543 reviews.",¿Moen Single-Handle Kitchen Faucet es una buena opción para su departamento?,"Según el listado del sitio, Moen Single-Handle Kitchen Faucet es un producto destacado de Plomería con una calificación de  y  reseñas.","EN: Is Moen Single-Handle Kitchen Faucet a good option for its department?
ES: ¿Moen Single-Handle Kitchen Faucet es una buena opción para su departamento?","EN: Based on the site listing, Moen Single-Handle Kitchen Faucet is a featured Plumbing product with a 4.7 rating and 543 reviews.
ES: Según el listado del sitio, Moen Single-Handle Kitchen Faucet es un producto destacado de Plomería con una calificación de  y  reseñas.","recommendation,featured",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_075,Plumbing,Plomería,Do you have Moen MN-87039?,Yes. MN-87039 is Moen Single-Handle Kitchen Faucet by Moen. The listed price is $159.00 and stock is 28 units.,¿Tienen Moen MN-87039?,Sí. MN-87039 corresponde a Moen Single-Handle Kitchen Faucet de Moen. El precio listado es $159.00 y el inventario es de 28 unidades.,"EN: Do you have Moen MN-87039?
ES: ¿Tienen Moen MN-87039?","EN: Yes. MN-87039 is Moen Single-Handle Kitchen Faucet by Moen. The listed price is $159.00 and stock is 28 units.
ES: Sí. MN-87039 corresponde a Moen Single-Handle Kitchen Faucet de Moen. El precio listado es $159.00 y el inventario es de 28 unidades.","Moen,MN-87039,lookup",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_076,Plumbing,Plomería,What should I know before ordering Moen Single-Handle Kitchen Faucet?,"Before ordering Moen Single-Handle Kitchen Faucet, note the price is $159.00, SKU is MN-87039, stock is 28, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.",¿Qué debo saber antes de ordenar Moen Single-Handle Kitchen Faucet?,"Antes de ordenar Moen Single-Handle Kitchen Faucet, toma en cuenta que el precio es $159.00,, el SKU es MN-87039, el inventario es 28, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","EN: What should I know before ordering Moen Single-Handle Kitchen Faucet?
ES: ¿Qué debo saber antes de ordenar Moen Single-Handle Kitchen Faucet?","EN: Before ordering Moen Single-Handle Kitchen Faucet, note the price is $159.00, SKU is MN-87039, stock is 28, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.
ES: Antes de ordenar Moen Single-Handle Kitchen Faucet, toma en cuenta que el precio es $159.00,, el SKU es MN-87039, el inventario es 28, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","ordering,summary",https://ncommercial.vercel.app/store/moen-kitchen-faucet
qa_077,Paint,Pintura,What is BEHR Premium Plus Interior Paint 1 Gal?,"BEHR Premium Plus Interior Paint 1 Gal is a BEHR product in the Paint category. Low VOC, eggshell finish. Excellent coverage and durability. Available in thousands of colors.",¿Qué es BEHR Premium Plus Interior Paint 1 Gal?,BEHR Premium Plus Interior Paint 1 Gal es un producto de BEHR en la categoría Pintura. Pintura interior acrílica 100% con bajo VOC y acabado eggshell. Disponible en miles de colores. Excelente cobertura y durabilidad.,"EN: What is BEHR Premium Plus Interior Paint 1 Gal?
ES: ¿Qué es BEHR Premium Plus Interior Paint 1 Gal?","EN: BEHR Premium Plus Interior Paint 1 Gal is a BEHR product in the Paint category. Low VOC, eggshell finish. Excellent coverage and durability. Available in thousands of colors.
ES: BEHR Premium Plus Interior Paint 1 Gal es un producto de BEHR en la categoría Pintura. Pintura interior acrílica 100% con bajo VOC y acabado eggshell. Disponible en miles de colores. Excelente cobertura y durabilidad.","BEHR,BH-PP-INT-1G",https://ncommercial.vercel.app/store/behr-interior-paint
qa_078,Paint,Pintura,How much does BEHR Premium Plus Interior Paint 1 Gal cost?,BEHR Premium Plus Interior Paint 1 Gal costs $32.98.,¿Cuánto cuesta BEHR Premium Plus Interior Paint 1 Gal?,BEHR Premium Plus Interior Paint 1 Gal cuesta $32.98..,"EN: How much does BEHR Premium Plus Interior Paint 1 Gal cost?
ES: ¿Cuánto cuesta BEHR Premium Plus Interior Paint 1 Gal?","EN: BEHR Premium Plus Interior Paint 1 Gal costs $32.98.
ES: BEHR Premium Plus Interior Paint 1 Gal cuesta $32.98..","price,cost",https://ncommercial.vercel.app/store/behr-interior-paint
