id,category,question,answer,tags,source_url
qa_122,Garden,Is Heavy Duty Wheelbarrow 6 cu ft available at the Naguabo store?,Yes. The product page lists Heavy Duty Wheelbarrow 6 cu ft at the Naguabo store with 24 in stock.,"availability,Naguabo store",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_123,Garden,Can I buy Heavy Duty Wheelbarrow 6 cu ft online?,Yes. The product page includes Add to cart and Buy now options for Heavy Duty Wheelbarrow 6 cu ft.,"online order,buy now",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_124,Garden,What are the main features of Heavy Duty Wheelbarrow 6 cu ft?,"Main details for Heavy Duty Wheelbarrow 6 cu ft: Steel tray, hardwood handles. Pneumatic tire. Great for gardening and construction.","features,description",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_125,Garden,Is Heavy Duty Wheelbarrow 6 cu ft a good option for its department?,"Based on the site listing, Heavy Duty Wheelbarrow 6 cu ft is a featured Garden product with a 4.5 rating and 234 reviews.","recommendation,featured",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_126,Garden,Do you have True Temper WB-6CF-HD?,Yes. WB-6CF-HD is Heavy Duty Wheelbarrow 6 cu ft by True Temper. The listed price is $89.00 and stock is 24 units.,"True Temper,WB-6CF-HD,lookup",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_127,Garden,What should I know before ordering Heavy Duty Wheelbarrow 6 cu ft?,"Before ordering Heavy Duty Wheelbarrow 6 cu ft, note the price is $89.00, SKU is WB-6CF-HD, stock is 24, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.","ordering,summary",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_128,Roof Sealing,What is Crossco® Water Guard™ 5 Gal?,"Crossco® Water Guard™ 5 Gal is a CROSSCO product in the Roof Sealing category. High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.","CROSSCO,CC-WG-5G",https://ncommercial.vercel.app/store/crossco-water-guard
qa_129,Roof Sealing,How much does Crossco® Water Guard™ 5 Gal cost?,Crossco® Water Guard™ 5 Gal costs $59.99. It is on sale from $74.99 with a 20% savings.,"price,cost",https://ncommercial.vercel.app/store/crossco-water-guard
qa_130,Roof Sealing,What is the SKU or item number for Crossco® Water Guard™ 5 Gal?,The SKU/item number for Crossco® Water Guard™ 5 Gal is CC-WG-5G.,"sku,item number",https://ncommercial.vercel.app/store/crossco-water-guard
qa_131,Roof Sealing,What is the UPC for Crossco® Water Guard™ 5 Gal?,The UPC for Crossco® Water Guard™ 5 Gal is 787756100221.,"UPC,barcode",https://ncommercial.vercel.app/store/crossco-water-guard
qa_132,Roof Sealing,What brand makes Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal is made by CROSSCO.,brand,https://ncommercial.vercel.app/store/crossco-water-guard
qa_133,Roof Sealing,How many Crossco® Water Guard™ 5 Gal are in stock?,The site lists 40 units of Crossco® Water Guard™ 5 Gal in stock.,"stock,inventory",https://ncommercial.vercel.app/store/crossco-water-guard
qa_134,Roof Sealing,What is the rating for Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal is rated 4.7 based on 198 reviews.,"rating,reviews",https://ncommercial.vercel.app/store/crossco-water-guard
qa_135,Roof Sealing,Can I pick up Crossco® Water Guard™ 5 Gal in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Crossco® Water Guard™ 5 Gal.,pickup,https://ncommercial.vercel.app/store/crossco-water-guard
qa_136,Roof Sealing,Does Crossco® Water Guard™ 5 Gal ship?,Yes. The product page says Crossco® Water Guard™ 5 Gal ships in 1-2 days.,shipping,https://ncommercial.vercel.app/store/crossco-water-guard
qa_137,Roof Sealing,Does Crossco® Water Guard™ 5 Gal qualify for free shipping?,The product page says shipping is free for orders over $99. Crossco® Water Guard™ 5 Gal is listed with that shipping note.,"shipping,free over 99",https://ncommercial.vercel.app/store/crossco-water-guard
qa_138,Roof Sealing,What category is Crossco® Water Guard™ 5 Gal in?,Crossco® Water Guard™ 5 Gal is in the Roof Sealing category.,category,https://ncommercial.vercel.app/store/crossco-water-guard
qa_139,Roof Sealing,Is Crossco® Water Guard™ 5 Gal available at the Naguabo store?,Yes. The product page lists Crossco® Water Guard™ 5 Gal at the Naguabo store with 40 in stock.,"availability,Naguabo store",https://ncommercial.vercel.app/store/crossco-water-guard
qa_140,Roof Sealing,Can I buy Crossco® Water Guard™ 5 Gal online?,Yes. The product page includes Add to cart and Buy now options for Crossco® Water Guard™ 5 Gal.,"online order,buy now",https://ncommercial.vercel.app/store/crossco-water-guard
qa_141,Roof Sealing,What are the main features of Crossco® Water Guard™ 5 Gal?,"Main details for Crossco® Water Guard™ 5 Gal: High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.","features,description",https://ncommercial.vercel.app/store/crossco-water-guard
qa_142,Roof Sealing,Is Crossco® Water Guard™ 5 Gal a good option for its department?,"Based on the site listing, Crossco® Water Guard™ 5 Gal is a featured Roof Sealing product with a 4.7 rating and 198 reviews.","recommendation,featured",https://ncommercial.vercel.app/store/crossco-water-guard
qa_143,Roof Sealing,Do you have CROSSCO CC-WG-5G?,Yes. CC-WG-5G is Crossco® Water Guard™ 5 Gal by CROSSCO. The listed price is $59.99 and stock is 40 units.,"CROSSCO,CC-WG-5G,lookup",https://ncommercial.vercel.app/store/crossco-water-guard
qa_144,Roof Sealing,What should I know before ordering Crossco® Water Guard™ 5 Gal?,"Before ordering Crossco® Water Guard™ 5 Gal, note the price is $59.99, SKU is CC-WG-5G, stock is 40, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.","ordering,summary",https://ncommercial.vercel.app/store/crossco-water-guard
qa_145,Roof Sealing,What is Crossco® Super White™?,"Crossco® Super White™ is a CROSSCO product in the Roof Sealing category. A water-based acrylic modified PVDF roof coating offering the ultimate in reflectivity, color stability, and weather-resistant performance. Maintains flexibility while providing durable protection against environmental elements. Designed as a protective finishing coat for roofing applications.","CROSSCO,RS077",https://ncommercial.vercel.app/store/crossco-super-white
qa_146,Roof Sealing,How much does Crossco® Super White™ cost?,Crossco® Super White™ costs $49.99.,"price,cost",https://ncommercial.vercel.app/store/crossco-super-white
qa_147,Roof Sealing,What is the SKU or item number for Crossco® Super White™?,The SKU/item number for Crossco® Super White™ is RS077.,"sku,item number",https://ncommercial.vercel.app/store/crossco-super-white
qa_148,Roof Sealing,What is the UPC for Crossco® Super White™?,The UPC for Crossco® Super White™ is 787756300034.,"UPC,barcode",https://ncommercial.vercel.app/store/crossco-super-white
qa_149,Roof Sealing,What brand makes Crossco® Super White™?,Crossco® Super White™ is made by CROSSCO.,brand,https://ncommercial.vercel.app/store/crossco-super-white
qa_150,Roof Sealing,How many Crossco® Super White™ are in stock?,The site lists 55 units of Crossco® Super White™ in stock.,"stock,inventory",https://ncommercial.vercel.app/store/crossco-super-white
qa_151,Roof Sealing,What is the rating for Crossco® Super White™?,Crossco® Super White™ is rated 4.8 based on 143 reviews.,"rating,reviews",https://ncommercial.vercel.app/store/crossco-super-white
qa_152,Roof Sealing,Can I pick up Crossco® Super White™ in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Crossco® Super White™.,pickup,https://ncommercial.vercel.app/store/crossco-super-white
qa_153,Roof Sealing,Does Crossco® Super White™ ship?,Yes. The product page says Crossco® Super White™ ships in 1-2 days.,shipping,https://ncommercial.vercel.app/store/crossco-super-white
qa_154,Roof Sealing,Does Crossco® Super White™ qualify for free shipping?,The product page says shipping is free for orders over $99. Crossco® Super White™ is listed with that shipping note.,"shipping,free over 99",https://ncommercial.vercel.app/store/crossco-super-white
qa_155,Roof Sealing,What category is Crossco® Super White™ in?,Crossco® Super White™ is in the Roof Sealing category.,category,https://ncommercial.vercel.app/store/crossco-super-white
qa_156,Roof Sealing,Is Crossco® Super White™ available at the Naguabo store?,Yes. The product page lists Crossco® Super White™ at the Naguabo store with 55 in stock.,"availability,Naguabo store",https://ncommercial.vercel.app/store/crossco-super-white
qa_157,Roof Sealing,Can I buy Crossco® Super White™ online?,Yes. The product page includes Add to cart and Buy now options for Crossco® Super White™.,"online order,buy now",https://ncommercial.vercel.app/store/crossco-super-white
qa_158,Roof Sealing,What are the main features of Crossco® Super White™?,"Main details for Crossco® Super White™: A water-based acrylic modified PVDF roof coating offering the ultimate in reflectivity, color stability, and weather-resistant performance. Maintains flexibility while providing durable protection against environmental elements. Designed as a protective finishing coat for roofing applications.","features,description",https://ncommercial.vercel.app/store/crossco-super-white
qa_159,Roof Sealing,Is Crossco® Super White™ a good option for its department?,"Based on the site listing, Crossco® Super White™ is a featured Roof Sealing product with a 4.8 rating and 143 reviews.","recommendation,featured",https://ncommercial.vercel.app/store/crossco-super-white
qa_160,Roof Sealing,Do you have CROSSCO RS077?,Yes. RS077 is Crossco® Super White™ by CROSSCO. The listed price is $49.99 and stock is 55 units.,"CROSSCO,RS077,lookup",https://ncommercial.vercel.app/store/crossco-super-white
qa_161,Roof Sealing,What should I know before ordering Crossco® Super White™?,"Before ordering Crossco® Super White™, note the price is $49.99, SKU is RS077, stock is 55, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.","ordering,summary",https://ncommercial.vercel.app/store/crossco-super-white
qa_162,Roof Sealing,What is Crossco® ES 2000 Plus™?,Crossco® ES 2000 Plus™ is a CROSSCO product in the Roof Sealing category. An advanced roof sealer featuring 100% acrylic with a high quality brilliant white finish that provides a strong reflecting coat to protect the roof surface. Will not crack or peel despite severe weather or joint movement.,"CROSSCO,RS050",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_163,Roof Sealing,How much does Crossco® ES 2000 Plus™ cost?,Crossco® ES 2000 Plus™ costs $42.99.,"price,cost",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_164,Roof Sealing,What is the SKU or item number for Crossco® ES 2000 Plus™?,The SKU/item number for Crossco® ES 2000 Plus™ is RS050.,"sku,item number",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_165,Roof Sealing,What is the UPC for Crossco® ES 2000 Plus™?,The UPC for Crossco® ES 2000 Plus™ is 787756300072.,"UPC,barcode",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_166,Roof Sealing,What brand makes Crossco® ES 2000 Plus™?,Crossco® ES 2000 Plus™ is made by CROSSCO.,brand,https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_167,Roof Sealing,How many Crossco® ES 2000 Plus™ are in stock?,The site lists 80 units of Crossco® ES 2000 Plus™ in stock.,"stock,inventory",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_168,Roof Sealing,What is the rating for Crossco® ES 2000 Plus™?,Crossco® ES 2000 Plus™ is rated 4.8 based on 201 reviews.,"rating,reviews",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_169,Roof Sealing,Can I pick up Crossco® ES 2000 Plus™ in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Crossco® ES 2000 Plus™.,pickup,https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_170,Roof Sealing,Does Crossco® ES 2000 Plus™ ship?,Yes. The product page says Crossco® ES 2000 Plus™ ships in 1-2 days.,shipping,https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_171,Roof Sealing,Does Crossco® ES 2000 Plus™ qualify for free shipping?,The product page says shipping is free for orders over $99. Crossco® ES 2000 Plus™ is listed with that shipping note.,"shipping,free over 99",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_172,Roof Sealing,What category is Crossco® ES 2000 Plus™ in?,Crossco® ES 2000 Plus™ is in the Roof Sealing category.,category,https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_173,Roof Sealing,Is Crossco® ES 2000 Plus™ available at the Naguabo store?,Yes. The product page lists Crossco® ES 2000 Plus™ at the Naguabo store with 80 in stock.,"availability,Naguabo store",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_174,Roof Sealing,Can I buy Crossco® ES 2000 Plus™ online?,Yes. The product page includes Add to cart and Buy now options for Crossco® ES 2000 Plus™.,"online order,buy now",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_175,Roof Sealing,What are the main features of Crossco® ES 2000 Plus™?,Main details for Crossco® ES 2000 Plus™: An advanced roof sealer featuring 100% acrylic with a high quality brilliant white finish that provides a strong reflecting coat to protect the roof surface. Will not crack or peel despite severe weather or joint movement.,"features,description",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_176,Roof Sealing,Is Crossco® ES 2000 Plus™ a good option for its department?,"Based on the site listing, Crossco® ES 2000 Plus™ is a featured Roof Sealing product with a 4.8 rating and 201 reviews.","recommendation,featured",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_177,Roof Sealing,Do you have CROSSCO RS050?,Yes. RS050 is Crossco® ES 2000 Plus™ by CROSSCO. The listed price is $42.99 and stock is 80 units.,"CROSSCO,RS050,lookup",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_178,Roof Sealing,What should I know before ordering Crossco® ES 2000 Plus™?,"Before ordering Crossco® ES 2000 Plus™, note the price is $42.99, SKU is RS050, stock is 80, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.","ordering,summary",https://ncommercial.vercel.app/store/crossco-es-2000-plus
qa_179,deals,Which products are currently shown with discounts?,"Discounted products shown include DEWALT 20V MAX Cordless Drill Kit at 20% off, Moen Single-Handle Kitchen Faucet at 20% off, True Temper Heavy Duty Wheelbarrow 6 cu ft at 25% off, and Crossco Water Guard 5 Gal at 20% off.","discounts,special offers",https://ncommercial.vercel.app/
qa_180,deals,Which product has the biggest discount?,The largest listed percentage discount is the True Temper Heavy Duty Wheelbarrow 6 cu ft at 25% off.,discount,https://ncommercial.vercel.app/
qa_181,comparison,Which listed product has the lowest price?,The lowest listed price among the visible products is Quikrete 60 lb. Concrete Mix at $6.48.,"price,lowest",https://ncommercial.vercel.app/
qa_182,comparison,Which listed product has the highest price?,The highest listed price among the visible products is the DEWALT 20V MAX Cordless Drill Kit at $199.99 sale price.,"price,highest",https://ncommercial.vercel.app/
qa_183,comparison,Which product has the most reviews?,"The EcoSmart LED 60W Equivalent Daylight Bulb 4-Pack has the most visible reviews, with 4,521 reviews.",reviews,https://ncommercial.vercel.app/
qa_184,comparison,Which product has the highest rating?,"The highest visible rating is 4.8, shared by the DEWALT 20V MAX Cordless Drill Kit, Crossco Super White, and Crossco ES 2000 Plus.",rating,https://ncommercial.vercel.app/
qa_185,comparison,Which product has the most inventory?,"Quikrete 60 lb. Concrete Mix has the most listed inventory, with 320 units in stock.",stock,https://ncommercial.vercel.app/
qa_186,comparison,Which product has the least inventory?,"True Temper Heavy Duty Wheelbarrow 6 cu ft has the lowest listed inventory among visible products, with 24 units in stock.",stock,https://ncommercial.vercel.app/
qa_187,roof sealing,What roof sealing products are listed?,"Listed roof sealing products include Crossco Water Guard 5 Gal, Crossco Super White, and Crossco ES 2000 Plus.",CROSSCO,https://ncommercial.vercel.app/
qa_188,roof sealing,What is the cheapest listed CROSSCO product?,The cheapest listed CROSSCO product is Crossco ES 2000 Plus at $42.99.,"CROSSCO,price",https://ncommercial.vercel.app/
qa_189,roof sealing,What is the most expensive listed CROSSCO product?,The most expensive listed CROSSCO product is Crossco Water Guard 5 Gal at $59.99 sale price.,"CROSSCO,price",https://ncommercial.vercel.app/
qa_190,roof sealing,"Which CROSSCO product is 3-in-1 sealant, primer, and paint?","Crossco Water Guard 5 Gal is described as a high-performance 3-in-1 sealant, primer, and paint.","CROSSCO,Water Guard",https://ncommercial.vercel.app/
qa_191,roof sealing,Which CROSSCO product is a finishing roof coat?,Crossco Super White is described as a protective finishing coat for roofing applications.,"CROSSCO,Super White",https://ncommercial.vercel.app/
qa_192,roof sealing,Which CROSSCO product is 100% acrylic?,Crossco ES 2000 Plus is described as an advanced roof sealer featuring 100% acrylic.,"CROSSCO,ES 2000 Plus",https://ncommercial.vercel.app/
qa_193,building materials,Which product is best for a general concrete application?,Quikrete 60 lb. Concrete Mix is described for any general concrete application and only requires adding water.,concrete,https://ncommercial.vercel.app/
qa_194,tools,Which product should I choose for tight-area drilling?,"The DEWALT 20V MAX Cordless Drill Kit is described as compact and lightweight, fitting into tight areas.",drill,https://ncommercial.vercel.app/
qa_195,plumbing,Which product should I choose for a kitchen faucet replacement?,"The Moen Single-Handle Kitchen Faucet is the listed kitchen faucet option. It has a chrome finish, pull-down sprayer, included hardware, and a lifetime limited warranty.",faucet,https://ncommercial.vercel.app/
qa_196,paint,Which product should I choose for interior wall paint?,"BEHR Premium Plus Interior Paint 1 Gal is the listed interior paint option. It is low VOC, eggshell finish, and available in thousands of colors.",interior paint,https://ncommercial.vercel.app/
qa_197,lighting,Which product should I choose for daylight bulbs?,"EcoSmart LED 60W Equivalent Daylight Bulb 4-Pack is listed as 800 lumens, 5000K daylight, and lasts up to 15,000 hours.","LED,daylight",https://ncommercial.vercel.app/
qa_198,garden,Which product should I choose for moving garden or construction material?,"The True Temper Heavy Duty Wheelbarrow 6 cu ft is described with a steel tray, hardwood handles, pneumatic tire, and is suitable for gardening and construction.",wheelbarrow,https://ncommercial.vercel.app/
qa_199,store,Do all listed products show pickup in 1 hour?,Yes. The visible individual product pages list pickup in 1 hour at the Naguabo store.,pickup,https://ncommercial.vercel.app/
qa_200,store,Do all listed products ship in 1-2 days?,Yes. The visible individual product pages state ships in 1-2 days.,shipping,https://ncommercial.vercel.app/
